z TM e p Hepp Hep He HeHp H Hm H2 H2p H3p D Dp HD HDp H2Dp H2para H2orto    HD_0    HD_1    HD_2    HD_3    HD_4    HD_5    HD_6    HD_7    HD_8    HD_v1j0    HD_v1j1    HD_9    HD_v1j2    HD_v1j3    HD_v1j4    HD_10    HD_ALL
94.589175 152.68203 0.00027040331 0.00026604905 1.0118357e-102 4.23155e-16 1 2.4231503e-13 0.99973221 2.4522711e-11 8.7112594e-07 9.9438851e-14 2.5047735e-16 0.99979629 0.00019714859 6.5653894e-06 1.0679716e-13 9.4345092e-15 0.25586006 0.74413994    0.22602607    0.41429481    0.25862088    0.083700997    0.015508385    0.0017245653    0.00011888731    5.2221534e-06    1.49933e-07    4.4100298e-10    8.2570404e-10    2.884306e-09    5.3784571e-10    1.854784e-10    3.7380498e-11    3.8089325e-11    0.99999998
93.142469 148.8565 0.00026946298 0.00026512389 9.9506863e-103 4.2193066e-16 1 2.4330896e-13 0.99973297 2.4888903e-11 9.5101833e-07 9.626852e-14 2.6893779e-16 0.99979774 0.00019516228 7.0952189e-06 1.0368508e-13 8.8068837e-15 0.25674822 0.74325178    0.22922058    0.4169813    0.25639923    0.081135198    0.014592064    0.0015639828    0.00010321035    4.3114629e-06    1.1698804e-07    3.286191e-10    6.108427e-10    2.1143425e-09    3.9218655e-10    1.3236634e-10    2.5927576e-11    2.6084993e-11    0.99999999
91.695764 145.05684 0.00026852052 0.00026419664 9.7850231e-103 4.2071935e-16 1 2.4433904e-13 0.99973374 2.4858692e-11 1.0308118e-06 9.3006396e-14 2.8660047e-16 0.99979919 0.00019313598 7.6691012e-06 1.0043852e-13 8.1018688e-15 0.25776105 0.74223895    0.2325057    0.4196681    0.25406659    0.078552606    0.013700484    0.0014136894    8.9184368e-05    3.537501e-06    9.0555921e-08    2.4257788e-10    4.4755176e-10    1.5345969e-09    2.8310066e-10    9.3450812e-11    1.7775181e-11    1.7649844e-11    0.99999999
90.249058 141.28382 0.00026757582 0.00026326719 9.6213309e-103 4.1952105e-16 1 2.4540629e-13 0.99973451 2.4558128e-11 1.109441e-06 8.9710464e-14 3.0317402e-16 0.99980065 0.00019106772 8.2840043e-06 9.7125494e-14 7.3427237e-15 0.25891201 0.74108799    0.23588533    0.42235258    0.25161926    0.075955247    0.012834479    0.0012734329    7.6689189e-05    2.8836009e-06    6.9511521e-08    1.7730475e-10    3.2461238e-10    1.1022786e-09    2.0220504e-10    6.5235764e-11    1.2038126e-11    1.179242e-11    0.99999998
88.802352 137.53821 0.00026662878 0.00026233543 9.4595739e-103 4.183357e-16 1 2.465118e-13 0.99973529 2.4085133e-11 1.1862199e-06 8.6425969e-14 3.1848964e-16 0.99980211 0.00018895533 8.9368364e-06 9.3799464e-14 6.5557948e-15 0.26021581 0.73978419    0.23936357    0.42503179    0.24905349    0.073345304    0.011994849    0.0011429412    6.5607766e-05    2.3345421e-06    5.2891248e-08    1.2826002e-10    2.3295969e-10    7.8315224e-10    1.4283085e-10    4.5003559e-11    8.0489314e-12    7.7751713e-12    0.99999994
87.355646 133.8208 0.00026567923 0.00026140122 9.2997164e-103 4.1716323e-16 1 2.4765673e-13 0.99973608 2.3508365e-11 1.2607379e-06 8.3184521e-14 3.3246465e-16 0.99980358 0.00018679657 9.6245428e-06 9.0498035e-14 5.7666506e-15 0.26168848 0.73831152    0.24294477    0.42770254    0.24636547    0.070725134    0.011182355    0.0010219236    5.5826576e-05    1.8764995e-06    3.9875747e-08    9.1778562e-11    1.6533406e-10    5.5007771e-10    9.9722336e-11    3.0662816e-11    5.3097842e-12    5.0556551e-12    0.99999994
85.90894 130.13241 0.00026472704 0.0002604644 9.1417234e-103 4.1600353e-16 1 2.4884229e-13 0.99973687 2.2872815e-11 1.3327692e-06 8.0006557e-14 3.4507239e-16 0.99980507 0.000184589 1.0344136e-05 8.72457e-14 4.9978084e-15 0.2633475 0.7366525    0.24663355    0.43036126    0.24355132    0.068097258    0.010397717    0.00091007057    4.7235967e-05    1.4969857e-06    2.977351e-08    6.4928067e-11    1.1597553e-10    3.8174596e-10    6.8777851e-11    2.0621008e-11    3.453673e-12    3.2396778e-12    0.99999994
84.462234 126.47385 0.00026377204 0.00025952482 8.9855601e-103 4.1485648e-16 1 2.500698e-13 0.99973767 2.220661e-11 1.4022053e-06 7.690446e-14 3.5632048e-16 0.99980658 0.00018233007 1.1092696e-05 8.4057449e-14 4.2676352e-15 0.26521182 0.73478818    0.25043477    0.43300404    0.24060716    0.065464379    0.0096416049    0.0008070559    3.9730504e-05    1.1847886e-06    2.2005536e-08    4.5384876e-11    8.0358726e-11    2.6159529e-10    4.6829402e-11    1.3678881e-11    2.2132869e-12    2.0443675e-12    0.99999994
83.015528 122.84596 0.00026281406 0.0002585823 8.8311921e-103 4.1372198e-16 1 2.5134066e-13 0.99973848 2.1526723e-11 1.4690087e-06 7.3885241e-14 3.662366e-16 0.99980812 0.00018001704 1.1867349e-05 8.0941899e-14 3.5900088e-15 0.26730205 0.73269795    0.25435362    0.43562655    0.23752905    0.06282938    0.0089146338    0.00071253709    3.320927e-05    9.2990353e-07    1.6091041e-08    3.1326068e-11    5.4964778e-11    1.7689048e-10    3.1456599e-11    8.9438448e-12    1.3964042e-12    1.2694112e-12    0.99999993
81.568823 119.24959 0.00026185292 0.00025763668 8.6785851e-103 4.1259987e-16 1 2.5265641e-13 0.9997393 2.0843123e-11 1.5331838e-06 7.0952504e-14 3.7485955e-16 0.99980969 0.00017764701 1.266525e-05 7.7903613e-14 2.9744337e-15 0.26964044 0.73035956    0.25839556    0.438224    0.23431307    0.060195328    0.0082173571    0.00062615695    2.7576145e-05    7.2346228e-07    1.1634291e-08    2.1336645e-11    3.7087132e-11    1.1794837e-10    2.0831325e-11    5.7596913e-12    8.666479e-13    7.7492732e-13    0.99999978
80.122117 115.68561 0.00026088843 0.00025668777 8.5277054e-103 4.1149004e-16 1 2.540187e-13 0.99974012 2.0161541e-11 1.5947591e-06 6.8107767e-14 3.8223403e-16 0.9998113 0.00017521691 1.3483559e-05 7.4944661e-14 2.4264167e-15 0.27225106 0.72774894    0.26256651    0.44079128    0.23095536    0.057565505    0.0075502642    0.0005475453    2.274005e-05    5.5765846e-07    8.3125655e-09    1.433048e-11    2.4667821e-11    7.7493349e-11    1.3589412e-11    3.6502294e-12    5.2862538e-13    4.6466241e-13    0.99999978
78.675411 112.15489 0.00025992039 0.00025573536 8.3785193e-103 4.1039235e-16 1 2.5542933e-13 0.99974096 1.9485223e-11 1.6537765e-06 6.5351314e-14 3.8840753e-16 0.99981296 0.00017272346 1.4319424e-05 7.2065632e-14 1.9479814e-15 0.27515979 0.72484021    0.26687262    0.44332254    0.22745203    0.054943355    0.0069137661    0.00047632014    1.8615129e-05    4.2567018e-07    5.8652419e-09    9.4836512e-12    1.6160883e-11    5.0126794e-11    8.7258004e-12    2.2746037e-12    3.1660266e-13    2.7340443e-13    0.99999968
77.228705 108.65834 0.0002589486 0.00025477927 8.2309936e-103 4.0930665e-16 1 2.5689025e-13 0.9997418 1.8815999e-11 1.7102851e-06 6.2682709e-14 3.9342863e-16 0.99981467 0.00017016319 1.516997e-05 6.9266255e-14 1.5382483e-15 0.27839445 0.72160555    0.27132056    0.44581154    0.22379931    0.052332544    0.0063081972    0.00041208997    1.5120923e-05    3.2158257e-07    4.0840202e-09    6.1789113e-12    1.0419788e-11    3.1895576e-11    5.5099357e-12    1.3923436e-12    1.8599417e-13    1.5769106e-13    0.99999968
75.781999 105.19687 0.00025797284 0.00025381927 8.085095e-103 4.0823281e-16 1 2.5840361e-13 0.99974265 1.8154911e-11 1.7643382e-06 6.0101107e-14 3.9734604e-16 0.99981644 0.00016753241 1.6032291e-05 6.6545767e-14 1.1940351e-15 0.28198479 0.71801521    0.27591735    0.44825125    0.21999348    0.049736917    0.0057338031    0.00035445547    1.2182468e-05    2.4030884e-07    2.8042269e-09    3.9598973e-12    6.6056732e-12    1.9945243e-11    3.4183069e-12    8.3637612e-13    1.0705963e-13    8.9053167e-14    0.99999968
74.335293 101.77139 0.00025699288 0.00025285514 7.9407908e-103 4.0717067e-16 1 2.5997174e-13 0.99974351 1.7502575e-11 1.8159912e-06 5.7605433e-14 4.0020812e-16 0.99981827 0.0001648272 1.6903447e-05 6.3903137e-14 9.1044466e-16 0.2859625 0.7140375    0.28067049    0.45063402    0.21603096    0.047160517    0.0051907373    0.0003030118    9.7303673e-06    1.7751246e-07    1.8971808e-09    2.4938813e-12    4.1135249e-12    1.2244993e-11    2.0813908e-12    4.9248932e-13    6.0308778e-14    4.9181511e-14    0.99999964
72.888587 98.38285 0.00025600849 0.00025188666 7.798048e-103 4.0612009e-16 1 2.6159719e-13 0.99974438 1.6859385e-11 1.8653003e-06 5.5194487e-14 4.0206257e-16 0.99982018 0.00016204341 1.7780468e-05 6.1337186e-14 6.8141984e-16 0.29036125 0.70963875    0.28558803    0.45295142    0.21190836    0.044607583    0.0046790548    0.00025735085    7.7008035e-06    1.2953046e-07    1.2635541e-09    1.5418395e-12    2.5135704e-12    7.3725155e-12    1.2424934e-12    2.8393587e-13    3.3205506e-14    2.6527254e-14    0.99999962
72.165234 96.702731 0.00025551456 0.00025140071 7.727252e-103 4.0559908e-16 1 2.6243227e-13 0.99974482 1.6541309e-11 1.8890938e-06 5.4020389e-14 4.0262662e-16 0.99982116 0.00016062068 1.8220242e-05 6.0082575e-14 5.8528307e-16 0.29272953 0.70727047    0.2881111    0.45408273    0.20978602    0.04334129    0.004434971    0.00023656103    6.826048e-06    1.1011599e-07    1.024838e-09    1.2035395e-12    1.9502648e-12    5.6769247e-12    9.525287e-13    2.1380681e-13    2.4418441e-14    1.9301809e-14    0.99999961
71.441882 95.032207 0.00025501942 0.00025091357 7.6568342e-103 4.0508091e-16 1 2.6328275e-13 0.99974526 1.622562e-11 1.9123227e-06 5.2866992e-14 4.029563e-16 0.99982216 0.00015917664 1.8660358e-05 5.884666e-14 5.002408e-16 0.29521653 0.70478347    0.29067854    0.45519415    0.20762248    0.042082534    0.0041987059    0.00021706356    6.0355038e-06    9.3299046e-08    8.2766996e-10    9.3473786e-13    1.5054006e-12    4.3481102e-12    7.2629626e-13    1.6007339e-13    1.7845e-14    1.3954124e-14    0.99999961
70.718529 93.371399 0.00025452305 0.00025042523 7.5867904e-103 4.0456554e-16 1 2.6414902e-13 0.9997457 1.5912343e-11 1.9349943e-06 5.1734128e-14 4.0305734e-16 0.99982319 0.00015771069 1.9100441e-05 5.7629278e-14 4.2542134e-16 0.29782695 0.70217305    0.2932915    0.45628437    0.20541739    0.040831896    0.0039702362    0.00019880756    5.3227396e-06    7.8778549e-08    6.6549232e-10    7.2220555e-13    1.1558413e-12    3.3121317e-12    5.5071869e-13    1.1913432e-13    1.2957568e-14    1.0021225e-14    0.9999996
69.995176 91.720429 0.00025402541 0.00024993563 7.5171167e-103 4.0405297e-16 1 2.6503149e-13 0.99974615 1.5601503e-11 1.9571158e-06 5.0621632e-14 4.0293539e-16 0.99982424 0.00015622223 1.9540113e-05 5.6430267e-14 3.5996201e-16 0.30056561 0.69943439    0.29595118    0.457352    0.20317041    0.039589965    0.0037495313    0.00018174241    4.6816575e-06    6.6282142e-08    5.3266451e-10    5.5501388e-13    8.8259381e-13    2.5087713e-12    4.1519458e-13    8.8124255e-14    9.3465868e-15    7.1476621e-15    0.99999958
69.271823 90.079421 0.00025352647 0.00024944475 7.447809e-103 4.0354316e-16 1 2.6593059e-13 0.9997466 1.5293125e-11 1.9786943e-06 4.9529334e-14 4.025961e-16 0.99982531 0.00015471063 1.9979001e-05 5.5249463e-14 3.0301853e-16 0.3034374 0.6965626    0.29865885    0.45839562    0.20088123    0.038357343    0.0035365536    0.00016581783    4.1064885e-06    5.5564166e-08    4.2435362e-10    4.2417645e-13    6.7014068e-13    1.8892296e-12    3.1117301e-13    6.4775728e-14    6.6960061e-15    5.062207e-15    0.99999959
68.54847 88.4485 0.00025302619 0.00024895256 7.3788632e-103 4.0303611e-16 1 2.6684675e-13 0.99974705 1.4987231e-11 1.999737e-06 4.8457065e-14 4.02045e-16 0.99982641 0.00015317526 2.041673e-05 5.4086703e-14 2.537731e-16 0.30644729 0.69355271    0.3014158    0.45941371    0.19854955    0.037134638    0.0033312577    0.00015098396    3.5917856e-06    4.6403706e-08    3.364352e-10    3.2233953e-13    5.0586702e-13    1.4141622e-12    2.3179273e-13    4.7304382e-14    4.7634196e-15    3.5591989e-15    0.99999958
67.825117 86.82779 0.00025252453 0.00024845901 7.3102753e-103 4.0253178e-16 1 2.6778046e-13 0.9997475 1.4683846e-11 2.0202513e-06 4.7404654e-14 4.0128761e-16 0.99982753 0.00015161546 2.0852929e-05 5.2941825e-14 2.1144129e-16 0.30960034 0.69039966    0.30422335    0.46040469    0.19617512    0.035922469    0.003133591    0.0001371914    3.1324179e-06    3.8602721e-08    2.6540409e-10    2.4351535e-13    3.7956977e-13    1.0520144e-12    1.7157786e-13    3.4314132e-14    3.3640704e-15    2.4837098e-15    0.99999958
67.101764 85.217417 0.00025202146 0.00024796407 7.2420412e-103 4.0203016e-16 1 2.687322e-13 0.99974796 1.4382991e-11 2.0402442e-06 4.6371931e-14 4.0032937e-16 0.99982868 0.00015003055 2.1287228e-05 5.1814666e-14 1.7527761e-16 0.31290164 0.68709836    0.3070829    0.46136688    0.19375769    0.034721461    0.0029434935    0.00012439134    2.7235635e-06    3.1984245e-08    2.0829406e-10    1.8285338e-13    2.8304006e-13    7.7761729e-13    1.2618231e-13    2.4719163e-14    2.3580524e-15    1.7198127e-15    0.99999958
66.378411 83.617509 0.00025151694 0.00024746771 7.1741569e-103 4.0153122e-16 1 2.6970249e-13 0.99974841 1.4084689e-11 2.0597231e-06 4.5358723e-14 3.9917566e-16 0.99982986 0.00014841984 2.1719261e-05 5.0705067e-14 1.4457996e-16 0.31635632 0.68364368    0.30999589    0.46229855    0.19129707    0.033532249    0.0027608972    0.00011253564    2.3607014e-06    2.6390671e-08    1.6260604e-10    1.3644513e-13    2.0970933e-13    5.7100754e-13    9.217647e-14    1.7680156e-14    1.6401309e-15    1.1813652e-15    0.99999958
65.655058 82.028194 0.00025101093 0.00024696988 7.1066184e-103 4.0103494e-16 1 2.7069186e-13 0.99974887 1.3788963e-11 2.0786951e-06 4.4364859e-14 3.978318e-16 0.99983107 0.00014678263 2.2148665e-05 4.9612868e-14 1.1869281e-16 0.31996957 0.68003043    0.3129638    0.46319785    0.18879309    0.032355472    0.0025857265    0.00010157685    2.0396034e-06    2.1682115e-08    1.2624415e-10    1.011585e-13    1.5435117e-13    4.1644301e-13    6.6869878e-14    1.2552444e-14    1.1316971e-15    8.0481517e-16    0.99999958
64.931705 80.449599 0.00025050339 0.00024647054 7.0394215e-103 4.0054131e-16 1 2.7170089e-13 0.99974934 1.3495835e-11 2.0971675e-06 4.3390165e-14 3.9630305e-16 0.99983231 0.00014511819 2.2575084e-05 4.8537911e-14 9.7009442e-17 0.32374653 0.67625347    0.31598818    0.46406286    0.18624562    0.031191777    0.0024178985    9.1468349e-05    1.7563251e-06    1.7734863e-08    9.745891e-11    7.4497709e-14    1.1283118e-13    3.0158453e-13    4.8164847e-14    8.8441098e-15    7.7445053e-16    5.4362365e-16    0.99999958
64.208352 78.881856 0.00024999428 0.00024596966 6.9725622e-103 4.0005028e-16 1 2.7273015e-13 0.9997498 1.3205327e-11 2.1151476e-06 4.2434468e-14 3.9459463e-16 0.99983358 0.00014342579 2.2998164e-05 4.7480041e-14 7.897305e-17 0.32769235 0.67230765    0.31907062    0.46489156    0.18365457    0.030041815    0.0022573221    8.2164369e-05    1.5071966e-06    1.4439906e-08    7.4797136e-11    5.4485689e-14    8.1898485e-14    2.1682025e-13    3.4436178e-14    6.1823366e-15    5.2547119e-16    3.6397092e-16    0.99999958
63.484999 77.325093 0.00024948355 0.00024546719 6.9060364e-103 3.9956186e-16 1 2.7378027e-13 0.99975027 1.2917463e-11 2.1326424e-06 4.1497596e-14 3.9271168e-16 0.99983488 0.00014170466 2.341756e-05 4.6439105e-14 6.4077015e-17 0.33181214 0.66818786    0.3222128    0.46568183    0.18101989    0.02890624    0.0021038987    7.3620104e-05    1.2888128e-06    1.1701558e-08    5.7057824e-11    3.9565747e-14    5.9012787e-14    1.547109e-13    2.4432955e-14    4.2865504e-15    3.5340322e-16    2.4147467e-16    0.99999957
62.761646 75.779443 0.00024897116 0.00024496309 6.8398401e-103 3.99076e-16 1 2.7485189e-13 0.99975074 1.2632264e-11 2.1496594e-06 4.0579373e-14 3.9065927e-16 0.99983621 0.00013995405 2.383293e-05 4.541495e-14 5.1864324e-17 0.33611091 0.66388909    0.32541643    0.46643143    0.17834158    0.02778571    0.0019575222    6.5791758e-05    1.0980231e-06    9.4361576e-09    4.3253576e-11    2.8519865e-14    4.2201819e-14    1.0953688e-13    1.7198859e-14    2.9471263e-15    2.3551978e-16    1.5870021e-16    0.99999957
62.038293 74.245037 0.00024845706 0.00024445731 6.7739692e-103 3.9859268e-16 1 2.759457e-13 0.99975121 1.2349753e-11 2.1662056e-06 3.9679627e-14 3.8844244e-16 0.99983758 0.00013817317 2.4243943e-05 4.440743e-14 4.1926281e-17 0.3405936 0.6594064    0.3286833    0.46713803    0.17561971    0.026680884    0.0018180788    5.8636618e-05    9.319213e-07    7.5708549e-09    3.2576995e-11    2.0401197e-14    2.9944515e-14    7.6930963e-14    1.2007894e-14    2.0086225e-15    1.5548282e-16    1.032863e-16    0.99999957
61.31494 72.722008 0.00024794122 0.0002439498 6.7084195e-103 3.9811189e-16 1 2.7706242e-13 0.99975169 1.2069953e-11 2.1822884e-06 3.8798182e-14 3.8606614e-16 0.99983899 0.00013636123 2.4650273e-05 4.34164e-14 3.390061e-17 0.34526499 0.65473501    0.33201527    0.46779917    0.17285436    0.025592422    0.0016854472    5.2113113e-05    7.8783412e-07    6.042485e-09    2.4371564e-11    1.4478635e-14    2.1075865e-14    5.3582229e-14    8.3129112e-15    1.3566692e-15    1.0164642e-16    6.6545529e-17    0.99999957
60.591588 71.21049 0.00024742357 0.00024344053 6.643187e-103 3.9763359e-16 1 2.7820278e-13 0.99975216 1.1792886e-11 2.197915e-06 3.7934865e-14 3.8353527e-16 0.99984043 0.00013451742 2.5051602e-05 4.2441718e-14 2.7469061e-17 0.35012969 0.64987031    0.33541427    0.46841226    0.17004572    0.02452098    0.0015594988    4.6180873e-05    6.6331089e-07    4.796519e-09    1.8106551e-11    1.0191583e-14    1.4709941e-14    3.6999081e-14    5.7046386e-15    9.0779276e-16    6.578186e-17    4.2427813e-17    0.99999957
59.868235 69.710618 0.00024690408 0.00024292944 6.5782675e-103 3.9715776e-16 1 2.7936757e-13 0.99975264 1.1518575e-11 2.2130925e-06 3.7089502e-14 3.8085468e-16 0.99984191 0.00013264094 2.5447624e-05 4.1483247e-14 2.2354625e-17 0.35519208 0.64480792    0.3388823    0.4689746    0.167194    0.023467215    0.0014400977    4.0800788e-05    5.5611208e-07    3.7860978e-09    1.3355483e-11    7.1132839e-15    1.0178019e-14    2.5320791e-14    3.8793167e-15    6.0157672e-16    4.2127642e-17    2.6759334e-17    0.99999957
59.144882 68.222527 0.00024638268 0.00024241649 6.5136569e-103 3.9668437e-16 1 2.8055761e-13 0.99975313 1.1247042e-11 2.2278282e-06 3.6261917e-14 3.7802914e-16 0.99984343 0.00013073095 2.583804e-05 4.0540853e-14 1.831846e-17 0.36045631 0.63954369    0.34242144    0.46948334    0.16429951    0.022431777    0.0013271013    3.5935053e-05    4.641981e-07    2.9711434e-09    9.7778063e-12    4.921295e-15    6.9791983e-15    1.7168758e-14    2.6133119e-15    3.9467016e-16    2.6687635e-17    1.668869e-17    0.99999957
58.421529 66.746352 0.00024585934 0.00024190161 6.449351e-103 3.962134e-16 1 2.8177378e-13 0.99975361 1.0978311e-11 2.2421294e-06 3.5451938e-14 3.7506337e-16 0.99984499 0.00012878665 2.622256e-05 3.9614409e-14 1.515663e-17 0.3659262 0.6340738    0.34603386    0.46993549    0.16136262    0.021415312    0.0012203598    3.1547216e-05    3.8571802e-07    2.3175452e-09    7.1033304e-12    3.3738764e-15    4.7412644e-15    1.1529966e-14    1.7433557e-15    2.5624566e-16    1.6717137e-17    1.0287565e-17    0.99999957
57.698176 65.282232 0.00024533399 0.00024138476 6.3853456e-103 3.9574482e-16 1 2.8301698e-13 0.9997541 1.0712404e-11 2.2560031e-06 3.465939e-14 3.7196203e-16 0.99984659 0.0001268072 2.6600906e-05 3.8703791e-14 1.2696752e-17 0.37160522 0.62839478    0.34972182    0.4703279    0.15838376    0.020418456    0.0011197171    2.7602219e-05    3.1899819e-07    1.7964193e-09    5.1191318e-12    2.2912489e-15    3.1899106e-15    7.666368e-15    1.1512826e-15    1.645848e-16    1.0350014e-17    6.2655418e-18    0.99999957
56.974823 63.830302 0.00024480658 0.00024086588 6.3216366e-103 3.9527859e-16 1 2.8428817e-13 0.9997546 1.0449343e-11 2.2694567e-06 3.38841e-14 3.6872971e-16 0.99984824 0.00012479179 2.6972809e-05 3.7808882e-14 1.0794625e-17 0.37749641 0.62250359    0.35348764    0.47065728    0.15536348    0.019441837    0.0010250109    2.406643e-05    2.625311e-07    1.3834366e-09    3.6585837e-12    1.540828e-15    2.1247135e-15    5.0449977e-15    7.523389e-16    1.0453401e-16    6.3307699e-18    3.7684538e-18    0.99999957
56.25147 62.390702 0.00024427704 0.00024034492 6.2582197e-103 3.9481469e-16 1 2.8558835e-13 0.99975509 1.0189151e-11 2.2824973e-06 3.3125894e-14 3.6537095e-16 0.99984992 0.00012273959 2.7338013e-05 3.6929568e-14 9.3309222e-18 0.38360235 0.61639765    0.35733377    0.47092015    0.15230239    0.01848607    0.00093607268    2.0907677e-05    2.1496418e-07    1.0582172e-09    2.5922333e-12    1.0256814e-15    1.4005336e-15    3.2845124e-15    4.8630296e-16    6.5625837e-17    3.8239155e-18    2.2372741e-18    0.99999957
55.528117 60.963571 0.00024374533 0.00023982181 6.1950905e-103 3.943531e-16 1 2.8691858e-13 0.99975559 9.9318501e-12 2.2951321e-06 3.2384599e-14 3.6189022e-16 0.99985165 0.00012064981 2.769627e-05 3.6065744e-14 8.208012e-18 0.38992511 0.61007489    0.36126274    0.47111289    0.14920119    0.017551757    0.0008527286    1.8095269e-05    1.750889e-07    8.0378669e-10    1.8202646e-12    6.7557959e-16    9.1323642e-16    2.1146555e-15    3.107988e-16    4.0704902e-17    2.2797413e-18    1.310415e-18    0.99999957
54.804764 59.549048 0.00024321138 0.00023929651 6.1322449e-103 3.9389377e-16 1 2.8827998e-13 0.99975609 9.6774637e-12 2.3073683e-06 3.1660044e-14 3.5829192e-16 0.99985343 0.00011852167 2.8047345e-05 3.5217312e-14 7.3469449e-18 0.39646613 0.60353387    0.36527719    0.47123165    0.14606072    0.016639484    0.0007747995    1.5600012e-05    1.4183004e-07    6.0609078e-10    1.2663148e-12    4.401155e-16    5.8882419e-16    1.3457919e-15    1.9630821e-16    2.493264e-17    1.3408086e-18    7.5683846e-19    0.99999957
54.081411 58.147275 0.00024267512 0.00023876893 6.0696785e-103 3.9343668e-16 1 2.8967372e-13 0.99975659 9.4260139e-12 2.319213e-06 3.0952057e-14 3.5458042e-16 0.99985525 0.00011635438 2.8391014e-05 3.4384179e-14 6.6846598e-18 0.40322621 0.59677379    0.36937987    0.47127241    0.14288187    0.015749816    0.00070210148    1.3394223e-05    1.1423524e-07    4.535651e-10    8.7243865e-13    2.8346138e-16    3.752384e-16    8.462266e-16    1.2248473e-16    1.5073838e-17    7.7753276e-19    4.3078548e-19    0.99999957
53.358058 56.758391 0.0002421365 0.00023823903 6.0073869e-103 3.9298179e-16 1 2.9110104e-13 0.9997571 9.1775229e-12 2.3306734e-06 3.0260467e-14 3.5075999e-16 0.99985713 0.00011414724 2.8727065e-05 3.3566261e-14 6.1714322e-18 0.41020545 0.58979455    0.37357364    0.47123097    0.13966568    0.014883299    0.00063444628    1.1451735e-05    9.1464863e-08    3.3675504e-10    5.9503837e-13    1.8040937e-16    2.3623503e-16    5.2547987e-16    7.5456473e-17    8.9905489e-18    4.4431972e-19    2.4150631e-19    0.99999957
52.634705 55.382539 0.00024159544 0.00023770673 5.9453657e-103 3.9252907e-16 1 2.9256325e-13 0.99975761 8.9320131e-12 2.3417567e-06 2.9585103e-14 3.4683486e-16 0.99985905 0.00011189953 2.9055296e-05 3.2763482e-14 5.7685803e-18 0.41740314 0.58259686    0.37786148    0.47110286    0.13641331    0.014040455    0.00057164184    9.7478939e-06    7.2782248e-08    2.4798271e-10    4.0159981e-13    1.1341025e-16    1.4685266e-16    3.2208095e-16    4.5873029e-17    5.2870802e-18    2.500567e-19    1.3327166e-19    0.99999957
51.911352 54.019862 0.00024105187 0.00023717196 5.8836106e-103 3.920785e-16 1 2.9406173e-13 0.99975812 8.6895067e-12 2.3524698e-06 2.8925798e-14 3.428092e-16 0.99986101 0.00010961062 2.937552e-05 3.1975773e-14 5.4464363e-18 0.42481773 0.57518227    0.38224651    0.47088344    0.13312603    0.013221779    0.00051349279    8.2595502e-06    5.7544325e-08    1.8105649e-10    2.6809722e-13    7.0380471e-17    9.0093447e-17    1.9475127e-16    2.7506012e-17    3.0637993e-18    1.3850781e-19    7.2344684e-20    0.99999957
51.187999 52.670502 0.00024050572 0.00023663466 5.8221169e-103 3.9163002e-16 1 2.9559795e-13 0.99975864 8.4500258e-12 2.3628201e-06 2.8282383e-14 3.3868712e-16 0.99986303 0.00010727991 2.9687557e-05 3.1203077e-14 5.1825867e-18 0.43244676 0.56755324    0.38673196    0.47056781    0.12980526    0.012427737    0.00045980098    6.9650473e-06    4.5192678e-08    1.3101971e-10    1.7694683e-13    4.3094808e-17    5.4517914e-17    1.1610627e-16    1.6257618e-17    1.7484482e-18    7.5459598e-20    3.8604409e-20    0.99999958
50.464646 51.334603 0.00023995692 0.00023609474 5.7608801e-103 3.9118361e-16 1 2.9717344e-13 0.99975916 8.2135922e-12 2.3728145e-06 2.7654693e-14 3.3447265e-16 0.9998651 0.00010490689 2.9991243e-05 3.0445343e-14 4.9603637e-18 0.44028681 0.55971319    0.39132122    0.47015081    0.12645254    0.011658763    0.00041036612    5.8441993e-06    3.5245059e-08    9.3934392e-11    1.1540777e-13    2.6020987e-17    3.2521246e-17    6.8207328e-17    9.4663135e-18    9.8200037e-19    4.0406816e-20    2.0235495e-20    0.99999957
49.741294 50.01231 0.00023940538 0.00023555214 5.6998957e-103 3.9073922e-16 1 2.9878986e-13 0.99975968 7.9802279e-12 2.3824602e-06 2.7042561e-14 3.3016978e-16 0.99986722 0.00010249113 3.0286423e-05 2.970253e-14 4.7675799e-18 0.44833341 0.55166659    0.39601781    0.46962705    0.12306957    0.010915255    0.00036498633    4.8782643e-06    2.7287387e-08    6.6696691e-11    7.4344234e-14    1.5484158e-17    1.9112164e-17    3.9457675e-17    5.426504e-18    5.4242432e-19    2.1250673e-20    1.041129e-20    0.99999957
49.017941 48.703767 0.00023885103 0.00023500677 5.639159e-103 3.9029683e-16 1 3.0044893e-13 0.99976021 7.7499546e-12 2.3917641e-06 2.6445825e-14 3.2578243e-16 0.99986939 0.00010003229 3.0572956e-05 2.8974607e-14 4.5954819e-18 0.45658107 0.54341893    0.40082541    0.46899084    0.11965823    0.010197575    0.0003234588    4.0499125e-06    2.0966239e-08    4.6880447e-11    4.7276444e-14    9.0748684e-18    1.1058205e-17    2.2462916e-17    3.0604056e-18    2.944559e-19    1.0968014e-20    5.2535993e-21    0.99999957
